culture,norm_text,subaxis,value
Turkish,It is considered polite to gesture an offer or a refusal with your right hand or both hands together.,basic_etiquette,Respecting the subtleties of social interactions and showing consideration through gestures and body language.
Turkish,"It is sincere to offer and insist multiple times, showing depth in gesture and respect in reception.",basic_etiquette,"Respect and humility in social interactions, emphasizing the importance of modesty and the symbolic significance of gestures."
Turkish,It is considered thoughtful to bring something for the children or to share whatever you bring to a gathering.,visiting,"Generosity and consideration toward hosts and guests, reflecting the significance of social bonds and hospitality."
Turkish,"When visiting someone's house, it is proper to bring items to share, such as sweets or drinks.",visiting,Generosity and communal sharing in social gatherings.
Turkish,It is considered polite and sociable to offer to share any food or drink brought to a social gathering.,visiting,Generosity and communal engagement in social interactions.
Turkish,It is polite to accept food offerings graciously and to handle all food with your right hand.,eating,"Hospitality, respect for the host's efforts, and communal enjoyment of meals."
Turkish,"It is proper to graciously accept multiple servings offered by the host, even if you cannot finish all of it.",eating,Showing respect and appreciation for the host's efforts in meal preparation and hospitality.
Turkish,"Accept food offered by the host as a gesture of respect and appreciation, and handle food with the right hand.",eating,"Generosity and hospitality in hosting and sharing meals, respecting dietary preferences and customs."
Turkish,Offer and receive gifts with two hands to show respect and appreciation.,gift_giving,"Respect and mindfulness in gift-giving, emphasizing the importance of the gesture rather than its material value."
Turkish,Offer and receive gifts with both hands as a sign of respect and appreciation.,gift_giving,Respectful and considerate gift-giving that acknowledges personal and communal sensitivities.
Turkish,It is correct to offer and receive gifts with both hands as a sign of respect and appreciation.,gift_giving,"Respect and thoughtfulness in interactions, valuing the relationship over the material value of the gift."
American,It is polite to offer someone ahead of you in line or at a door the opportunity to proceed before you.,basic_etiquette,Respect for personal privacy and social etiquette in interactions.
American,"Avoid asking questions about personal matters such as age, weight, or financial status.",basic_etiquette,Respect for personal privacy and space in interactions.
American,"It is polite to refrain from asking personal questions about someone's financial status, age, or weight.",basic_etiquette,Respect for privacy and personal space in social interactions.
American,It is correct to tip 15-20% of the bill for good service received.,tipping,Generosity and acknowledgment of service quality.
American,One must tip between 15-20% for good service at restaurants and similar percentages for other service providers.,tipping,Generosity and acknowledgment of service quality.
American,It is customary to tip 15-20% of the bill for good service at dining establishments.,tipping,Generosity and recognition of service.
American,"It is correct to directly communicate your preferences and needs as a guest, and to respect the host's instructions regarding house rules.",visiting,Respect for the host's space and preferences during visits.
